smiles,jnk3_score
CNC(=O)c1cccnc1N[C@@H]1C[C@H]2CC[C@@H]1O2,0.03
[O-][n+]1cccc2c1C(=C1CC[NH2+]CC1)c1ccc(Cl)cc1CC2,0.03
Cc1ccc(-c2nnnn2[C@H]2C/C(=N\NC(N)=S)[C@H]3OC[C@@H]2O3)cc1,0.03
COC(=O)Cc1ccc(CNc2cccc([S@](C)=O)c2)s1,0.03
CCc1cnc(C[NH+](C)Cc2cc(C)n(-c3nccs3)c2C)s1,0.03
CC[NH+](Cc1cc([O-])n2nccc2n1)[C@@H](c1ccccc1)c1ccc(F)cc1,0.03
CN(Cc1nnc(C2CC2)n1C)C(=O)NC[C@H](c1cccc(F)c1)[NH+](C)C,0.03
Cn1nccc1C(=O)N1CCOc2c(O)cc(-c3cccc(Cl)c3)cc2C1,0.03
COc1ccc2c(c1)CCN(S(=O)(=O)CCNC(=O)c1cc(OC)ccc1Br)C2,0.03
COc1cccc(S[C@H]2CC[C@@](C#N)(NC(C)C)C2)c1,0.03
Cc1nc(C(=O)Nc2ccc(F)cc2OCC2CC2)cs1,0.03
[NH3+]C[C@@H]1CCC[C@H]1Nc1ccc2nnnn2n1,0.03
Cc1ccc(CCCC(=O)NNc2cccnc2Cl)s1,0.03
CCc1ncc(C[NH+]2CC[C@@H](c3ccc4ccccc4c3)[C@H](O)C2)cn1,0.03
CCCC(=O)N1CCC[C@H](C(=O)N[C@H](CC)C[NH+]2CCCC2)C1,0.03
CNC(=O)c1cccc(-c2cnc(O)c(C(=O)[O-])c2)c1,0.03
COc1ccccc1CC(=O)Nc1nc(-c2ccc(F)c(F)c2)cs1,0.03
CC[C@@H]([NH2+]C[C@@H]1CCCN(c2ncccn2)C1)c1cc(F)ccc1F,0.03
O=C(CNC(=O)Cc1cccc(F)c1)NCc1nccc2ccccc12,0.03
Cc1[nH+]ccn1[C@@H]1CCC[C@H](O)C1,0.03
O=C1N[C@]2(COC3(CCN(C(=O)CCn4cccn4)CC3)C2)Nc2ccccc21,0.03
CC(C)Oc1c(Cl)cccc1NCc1nnc(C(C)(C)C)o1,0.03
Cc1sc(=O)n(CCC(=O)/N=c2\[nH]c3ccccc3n2C(C)(C)C)c1C,0.03
COc1ccc(-c2cnc(CN[C@@H](C3CCCC3)C(F)(F)F)o2)cc1,0.03
CSc1cccc(NC(=O)c2cc(S(=O)(=O)NC3CC3)c(Cl)cc2Cl)c1,0.03
CCc1noc(C)c1C(=O)Nc1sc2c(c1C#N)CC[C@@H](C)C2,0.03
C[C@H](NC(=O)[C@H](C)c1cccs1)c1ccccc1C(F)(F)F,0.03
Cc1cc(C(=O)Nc2sc3c(c2C(N)=O)CC[C@H](C)C3)ccc1[N+](=O)[O-],0.03
COC(=O)c1ccc(-c2noc(C[NH+]3CCCN(c4ccccc4)CC3)n2)cc1,0.03
O=C(Nc1ccc(S(=O)(=O)NC2CC2)cc1)c1ccncc1F,0.03
O=C(c1cc(Br)c[nH]1)N1CCN([C@H]2CCC[C@@H]2O)CC1,0.03
COc1ccc([C@H]2C[C@H](C)N(c3ccc(C(N)=O)nn3)C2)cc1,0.03
C[NH+](C)CCC1CC[NH+](Cc2cccc(-n3cccn3)c2)CC1,0.03
COc1ccc2c(c1)/C(=N/Nc1ccc(Cl)cc1Cl)C(=O)N2,0.03
CN(Cc1ccncc1)C(=O)CCNS(C)(=O)=O,0.02
O=C(CN1C(=O)c2cccc3cccc1c23)Nc1cccc(I)c1,0.02
C[C@H](C(=O)NC[C@@H]1C[C@H](O)C[NH+]1Cc1ccccc1)c1ccsc1,0.02
C[NH+](C)CCNc1ccc(S(C)(=O)=O)cc1,0.02
CCC[NH+](CCC[NH3+])[C@H]1CCOC2(CCOCC2)C1,0.02
Cc1nn(-c2ccc(Cl)cc2)c(C)c1C/C([O-])=N/c1ncn[nH]1,0.02
O=C1CCCC2=C1[C@@H](c1ccc3c(c1)OCO3)c1c(nn(-c3ccccc3)c1O)N2,0.02
C=CCn1c(C)nnc1S[C@@H](C(=O)Nc1ccc(F)cc1)c1ccccc1,0.02
O=C(Nc1ccc2c(c1)COC2)c1ccc(-n2cncn2)cc1,0.02
O=C(c1ccc(Br)o1)N1CC[NH+](Cc2ccccc2)CC1,0.02
Cc1cc(C)c(C(N)=S)c(N(C)CCS(C)(=O)=O)[nH+]1,0.02
COCc1cc(NC(=O)N2CC[C@@H](c3ccccc3)[C@@H](C)C2)ncn1,0.02
Cc1ccc(CSc2nnc(N/N=C/c3ccc(F)cc3)n2N)cc1,0.02
O=C(Nc1ccc(N2CCOCC2)cc1)C1CCN(S(=O)(=O)[C@H]2C=C[C@H]([C@@H]3C=CN=N3)O2)CC1,0.02
Cc1cc(C)c2[nH]c(C)cc(=O)c2c1,0.02
COc1ccc(O)c(C(=O)N(C)C[C@H]2CCC[NH+]2C)c1,0.02
CN(C[C@H]1CCCCO1)C(=O)c1cc2ccccc2c(=O)[nH]1,0.02
CNS(=O)(=O)c1ccc(N[C@@H](C)CCc2cccn2C)nc1,0.02
COc1ccc(S(=O)(=O)N2CCN(C(=O)c3cnn(-c4ccc(C)cc4)c3C)CC2)cc1,0.02
COc1ccc([C@H]([NH3+])c2ccc(F)cn2)c(C)c1,0.02
Fc1ccccc1[C@H]1Oc2ccccc2C2=Nc3nnnn3[C@H](c3cccnc3)[C@H]21,0.02
C[NH+](C)Cc1ccc(CNC(=O)[C@@H]2COc3ccccc3C2)cc1,0.02
O=Cc1cc(F)c(OCC(=O)N2CCCCCC2)c(F)c1,0.02
Cc1cc(C(=O)NCCc2nc3ccc(F)cc3[nH]2)ccc1F,0.02
N#Cc1ccc(C(=O)/C=C/c2cnc(-c3cccs3)s2)cc1,0.02
Cc1c(NC(=O)CSc2nnc(-c3cccnc3)n2C)cccc1[N+](=O)[O-],0.02
COc1cc2cc(C(=O)N3CCCC3)[nH]c2c(OC)c1OC,0.02
COC1CCN(C(=O)C(=O)Nc2cc(C(C)C)on2)CC1,0.02
Cn1nccc1C(=O)N1CC[C@@]2(CCCN(CC3CCC3)C2=O)C1,0.02
O=[S@@]1CCCNc2ccccc21,0.02
Cc1cc(CCCC(=O)Oc2cc(C(N)=O)ccc2C)c(C)s1,0.02
NC(=O)Cc1ccccc1NC(=O)Nc1cnn(CC[NH+]2CCCCC2)c1,0.02
C=CCn1c([S-])nnc1CSC1=NN[C@@H](c2ccccc2)N1C,0.02
COC(=O)[C@@H](OC(=O)c1ccsc1)c1cc(Cl)cc(Cl)c1,0.02
C[C@@H](c1ccco1)N(C)C(=O)NC[C@@H]1CCC[NH+](C)[C@@H]1c1cccs1,0.02
O=C(COc1ccc(F)cc1)Nn1cnc2sc3c(c2c1=O)CCCC3,0.02
Cc1cc(C(=O)Nc2ccc3ccccc3c2)c2ccccc2n1,0.02
C[C@H](Cc1cccs1)NC(=O)N[C@](C)(C(=O)[O-])C(F)(F)F,0.02
Cc1ccc(-c2ncco2)cc1NC(=O)CCS(C)(=O)=O,0.02
O=C(CNS(=O)(=O)c1ccccc1)N[C@@H](CO)C(=O)[O-],0.02
CCSCC[C@H](C)NC(=O)N1CCC(OC)CC1,0.02
O=C(Nc1ccncc1)N[C@H](CCO)C1CCCCC1,0.02
CC(=O)N[C@@H]1CCCN(C(=O)N[C@@H](C)c2cccc(-n3cccn3)c2)C1,0.02
COc1ccc([C@@H]([NH2+][C@H](C)c2ccc(F)cc2)C2CCOCC2)cc1,0.02
COc1ccc(C(=O)[C@@H](C)Sc2nc3nc(C)cc(C)n3n2)cc1,0.02
Cc1c(Cl)ccc2sc(N3CCN(C(=O)c4cc(Cl)ccc4[N+](=O)[O-])CC3)nc12,0.02
O=C(CNC(=O)c1ccsc1)N[C@@H]1CCCC[C@H]1OC1CCCC1,0.02
O=C(NCCO)[C@@H]1CCCN(c2c(-c3ccccc3)c3cc(Cl)ccc3[nH]c2=O)C1,0.02
CCN[C@H](c1cccnc1)C1([NH+]2CCCCC2)CCCC1,0.02
Cc1cc(N2CCOCC2)ccc1NC(=O)[C@@H]1CC(=O)N(C2CC2)C1,0.02
C[C@H](CNC(=O)c1ccn(-c2ccc(F)cc2)n1)Oc1ccccc1F,0.02
CCN(Cc1c(F)cccc1F)C(=O)NCCc1ccccc1[N+](=O)[O-],0.02
N#C[C@H](c1ccccc1)[C@@H]1CCC[NH+]1CCC(=O)Nc1cccc(F)c1,0.02
Cc1cccc(C)c1-n1nnnc1CSCc1nnc(C)n1C,0.02
COCCn1c(C)cc(/C=C(/C#N)C(=O)N[C@H]2CCCNC2=O)c1C,0.02
CC(C)NC(=O)c1cccnc1Oc1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1,0.02
CC(C)c1noc(CCCC(=O)Nc2ccc(N3CCO[C@@H](C)C3)cc2)n1,0.02
COc1ccccc1Oc1ncccc1CNC(=O)[C@H]([O-])C(F)(F)F,0.02
O=C(c1ccno1)N1CCN(c2ccc(-c3noc(C4CC4)n3)c[nH+]2)CC1,0.02
COC(=O)[C@H](NC(=O)C[C@@H](C)C(C)C)c1ccc(C)cc1,0.02
O=C([O-])CC/C(=N\NC(=O)c1ccccc1Br)c1ccccc1,0.02
CC[C@@H](NC(=O)[C@@H](C)n1cc(Cl)cn1)c1ccc(OC)cc1,0.02
COCCOc1cc(C)ccc1NC(=O)c1nc(-c2ccccc2)cs1,0.02
N#CC1(C(=O)NCc2nc3ccc(F)cc3[nH]2)CCC1,0.02
CCOC(=O)[C@H](c1ccc(Cl)cc1)N1CCN(C(=O)c2ccc3ccccc3n2)CC1,0.02
CC[NH2+]Cc1c(C)nn(C)c1N1CCC(O)CC1,0.02
COc1ccccc1C(C)(C)NC(=O)/C=C/SCc1ccco1,0.02
CC(C)c1noc([C@@H](C)SCc2nc(-c3cccs3)no2)n1,0.02
O=C(NCCCc1n[nH]c(=O)[nH]1)c1cc(C2CC2)nc2ccc(F)cc12,0.02
Cc1ccc(C(=O)Nc2ccc3nc(S(=O)(=O)CC(C)C)sc3c2)cc1F,0.02
Cc1ccc2c(c1)C1(OCCO1)C(=O)N2CCBr,0.02
N#Cc1ccc(Sc2ccccc2Cl)nc1,0.02
CCOC(=O)C1(C)CC[NH+]([C@@H]2CCN(CC(F)(F)F)C2=O)CC1,0.02
Cc1ccc(CC(=O)N[C@@H]2[C@@H]3Cc4ccccc4[C@@H]32)cc1O,0.02
COc1ccc(C[C@@H]([NH3+])C2CCCCC2)cn1,0.02
NS(=O)(=O)c1ccc([N-]S(=O)(=O)CCc2ccccc2)cc1F,0.02
CS(=O)(=O)N(Cc1ccc(Cl)cc1)Cc1nc(C(=O)[O-])cc(=O)[nH]1,0.02
C[NH+]1CCC(Cc2noc(Cn3ccc(=O)[nH]c3=O)n2)CC1,0.02
CCc1cc(C(F)(F)F)n2nc([C@H]3CCCCN3C(=O)Cn3nc(C)cc3C)cc2n1,0.02
CC[C@@H](CCO)NS(=O)(=O)c1ccc(Br)cn1,0.02
CCN(CC)C(=O)N1CCN(Cn2nc(-c3cccs3)n(C3CC3)c2=S)CC1,0.02
c1ccc(C[C@H]2c3[nH+]c[nH]c3CCN2Cc2cccn2-c2ncccn2)cc1,0.02
Cc1csc(N(C)C(=O)[C@@H](C)N2C(=O)[C@H]3CCCC[C@@H]3C2=O)n1,0.02
CCOc1cc(CNc2nc[nH+]c3nc(N)ccc23)ccn1,0.02
CCCc1nn(C)c2c1nc(CCl)n2C[C@@H](C)[NH+](C)C,0.02
Cc1cc(C(=O)N(Cc2ccco2)c2ccc(F)cc2F)no1,0.02
C[NH+](C)CCSCc1cccc(C#CCCO)c1,0.02
Cc1cc(C)c2nc(N[C@@H]3OC(=O)c4ccccc43)sc2c1,0.02
Cc1cc(N(CCC#N)C(=O)CN(C)[C@H](C)c2ccncc2)ccc1Cl,0.02
Cc1c(NC(=O)C2C[C@H](C)O[C@@H](C)C2)cccc1C(=O)N1CCCC1,0.02
CC[NH+]1CCN(C(=O)N[C@@H](C)c2ccc(F)c(F)c2)CC1,0.02
O=C(CSCc1coc(-c2cccc(F)c2)n1)NCc1ccco1,0.02
CCC(C)(C)c1nnc(NC(=O)c2ccc(NC(=O)Cc3ccccc3)cc2)s1,0.02
Cc1cncc(C(=O)Nc2cnn(-c3ccccc3)c2)c1,0.02
COc1ccc2c(c1OC)C(=O)O[C@H]2N1C(=O)CC[C@H]1C(=O)Nc1cc(Cl)c(Cl)cc1Cl,0.02
COc1ccc(-n2c3c(c(=O)[nH]c2=O)CN(Cc2cccnc2)CN3)cc1,0.02
CCNC(=O)N1CCc2ccc(NS(=O)(=O)c3ccc(OC)c(Cl)c3)cc21,0.02
CCCNC(=O)c1cccc(CNC(=O)NNc2ccccc2Cl)c1,0.02
FC(F)(F)c1cccc(OCCN2CC[NH+](Cc3ccccc3)CC2)c1,0.02
CC(=O)c1c(C)cc(C)c(CNc2ccccc2NC(=O)C[C@H]2C=CCC2)c1C,0.02
Cn1cc(NC(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)ccc1=O,0.02
CCCOc1ccc(C(=O)OC)c(F)c1,0.02
C[C@@H]([C@H](C)S(C)(=O)=O)N(C)C(=O)CCCc1c[nH]c2ccccc12,0.02
CC(C)(C)[C@H](OC(=O)[C@@H]1CCc2cn[nH]c2C1)C(F)(F)F,0.02
Cc1cc2c(cc1C)[C@@H](O)CC1(CC[NH+](C[C@@H](O)c3ccc(Br)cc3)CC1)O2,0.02
COC(=O)c1c(SCC(=O)Nc2cc(C)ccc2C)[nH]c2cc(C(=O)[O-])ccc2c1=O,0.02
COC(=O)[C@@H](NC(=O)[C@H]1Oc2ccccc2[C@H]1C)c1ccc(F)c(F)c1,0.02
O=C(NC1CC[NH+](Cc2cccc(O)c2)CC1)[C@H]1CCOc2ccccc2C1,0.02
Cc1csc(C(C)(C)NC(=O)NCCCC(C)(C)CO)n1,0.02
Cc1cc(OCn2ccc(C(=O)Nc3cccnc3Cl)n2)ccc1Cl,0.02
CO[C@@]1(C)C[C@H](NC(=O)NCc2ccnc(OCC(F)F)c2)C1(C)C,0.02
CC(C)(C)OC(=O)NC[C@@H]1CCCN1C(=O)c1ccnc(Cl)c1,0.02
COc1ccc(C2=C/C(=C\c3ccc(N(C)C)c(Br)c3)C(=O)O2)cc1,0.02
O[C@@H](CN[C@H]1CCc2sc(Cl)cc21)c1ccncc1,0.02
COC(=O)C1=CN(c2ccc(C)c(F)c2)c2ccc(F)cc2S1(=O)=O,0.02
CCC[NH+](C)C[C@@H]1CCN(C(=O)c2ccc(C)c(Cl)c2)C1,0.02
Cc1nccn1-c1ccc(CNC(=O)NCC(C)(C)C(N)=O)cc1F,0.02
CCOc1ccc(N[C@@H](C)c2ccsc2)cn1,0.02
COCCN/C(CC12CC3CC(CC(C3)C1)C2)=[NH+]\N,0.02
COc1ccc(CNc2ncnc(Nc3ccccc3C)c2N)cc1,0.02
Cn1ccc(CN(CCc2ccccc2)S(=O)(=O)c2ccc(Cl)cc2)n1,0.02
CCOc1ccc(CC(=O)N2CCC[C@H](c3cc(C(F)F)n4ncnc4n3)C2)cc1,0.02
CC1=C(C(=O)N2CCCCC2)[C@H](c2cccc(O)c2)C2=C(CC(C)(C)CC2=O)N1,0.02
CCc1nn(C)c(OC)c1CNc1cc(C#N)nc2ccccc12,0.02
COCc1ccc(C(=O)Nc2cc(F)c(OC)cc2OC)o1,0.02
O=C(CCCc1nc2ccccc2s1)Nc1ccc2c(c1)COC2,0.02
CC(C)[C@H]([NH2+]C[C@H]1CCCS1(=O)=O)c1ccc(Cl)c(Cl)c1,0.02
S=c1[nH]nc(C2CC2)n1CCNc1nc(-c2cccnc2)nc2sc3c(c12)CCCC3,0.02
N#Cc1c(F)cccc1[C@@](C#N)(c1ccccc1)[NH+]1CCOCC1,0.02
C[C@](NC(=O)N1CCC[NH2+]CC1)(C(=O)[O-])C(F)(F)F,0.02
Cc1nc([C@H](N[C@H](C)Cc2ccc(Cl)cc2)c2ccccc2)n[nH]1,0.02
CCn1cc(C(=O)N2CCCSc3ccccc32)cn1,0.02
Cc1ccccc1/C=N/n1c(-c2ccccc2C)n[nH]c1=S,0.02
NC(=O)c1ccc(C(F)(F)F)nc1N[C@@H]1CC[NH2+]C1,0.02
O=C(CCN1CCCC1=O)N[C@H]1CCCc2c1cnn2-c1ccc(F)cc1F,0.02
CCCn1ccc2cc(NC(=O)c3sccc3S(=O)(=O)N3CCCCC3)ccc21,0.02
C/C(Nc1ccc(C(=O)[O-])c(O)c1)=C1/C(=O)O[C@H](C)C1=O,0.02
CCC[C@H]1C[C@]1(O)Cc1c(F)cccc1Cl,0.02
Cc1noc(C)c1S(=O)(=O)N1CCN(C(=O)[C@@H](C)Nc2ncnc3sc(C)c(C)c23)CC1,0.02
C[C@@H](C#N)Nc1ccccc1CCC(F)(F)F,0.02
O=C(NCc1cc(-c2cc3ccccc3o2)on1)c1ccc2[nH]cnc2c1,0.02
Cc1cccc(C)c1NC(=O)C[NH+]1CCCC1,0.02
Cc1csc([C@@H](C#N)C(=O)[C@H](C)SCc2ccccc2)n1,0.02
[NH3+]C[C@@H]1CCC[C@@H]1NC(=O)c1cc(C(F)(F)F)ccc1F,0.02
CCN(CC(C)(C)[C@@H](C)[NH2+]C)c1cccc2ccccc12,0.02
COC(=O)[C@@H](CNC(=O)Nc1ccsc1)Oc1ccc(F)cc1,0.02
CN(C[C@H]1CC[NH+](Cc2ccccc2)C1)C(=O)N[C@H]1CCCC1(C)C,0.02
[NH3+]CC1(O[C@@H]2CCOC3(CCC3)C2)CCOCC1,0.02
O=C1CN(Cc2cc(C[NH+]3CCCCC3)cs2)CCN1c1ccccc1,0.02
COc1ccc(OC)c(/[NH+]=c2\oc3ccccc3cc2C(=O)Nc2ccc(C)cn2)c1,0.02
Cn1c(C(=O)Nc2ccccc2Br)cc2c(F)cccc21,0.02
COc1ccc([C@H]2Nn3c(nnc3-c3ccccc3)S[C@@H]2C(=O)Nc2ccc(C)cc2)cc1,0.02
CNC(=O)c1ccc(NC(=O)N[C@@H]2C[C@@H]3CCCc4cccc2c43)cc1,0.02
CCN(CC)c1ccc([C@H]2C(C#N)=C(N)OC3=C2C(=O)C[C@@H](c2ccccc2)C3)cc1,0.02
CN(C)C(=O)Cc1ccc(NC(=O)Cn2cnc3ccccc3c2=O)cc1,0.02
O=C(Cc1noc2ccccc12)NCc1n[nH]c(=O)c2ccccc12,0.02
C[C@@H]1CC=C(c2csc(NC(=O)CSCC3=NC(=O)C4=C5CCC[C@H]5SC4=N3)n2)S1,0.02
C[NH+](C)[C@H](CNC(=O)c1c(Cl)cccc1Cl)c1ccc(F)cc1,0.02
COC(=O)c1c[nH]c(-c2ccc(OC)c3ccccc23)n1,0.02
N#C[C@@H]1CCCO[C@H]1c1ccccc1OC(F)(F)F,0.02
C[NH+](CC(=O)Nc1ccccc1C#N)Cc1cnn(-c2ccccc2)c1,0.02
CCN(Cc1ccccc1C)C(=O)NC[C@@H]([C@H]1CCOC1)N1CCOCC1,0.02
Oc1ccc(Br)cc1/C=N/c1cccc(F)c1,0.02
Clc1ccc(C[NH+]2CCc3nc(-c4ccccn4)nc(N4CCCCCC4)c3C2)s1,0.02
CC(=O)NCCCCCC(=O)N(C)[C@H]1CCc2ccccc2C1,0.02
CO[C@]1(C)C[C@H](NC(=O)CNC(=O)c2ccc(F)cc2F)C1(C)C,0.02
CCC(C)(C)C(=O)NC[C@@H](C)Oc1ccccc1C,0.02
NC(=O)c1cccc(CNC(=O)CSc2nc3ccccc3o2)c1,0.02
CCOc1ncnc(N[C@@H]2C=C[C@H](C(=O)[O-])C2)c1C,0.02
CC(C)c1nn(C)c(Cl)c1C(=O)Nc1ccc([S@@](C)=O)cc1,0.02
COC(=O)c1ccc(NC(=O)N2CCc3nc[nH]c3[C@@H]2c2cccc(OC)c2OC)cc1,0.02
Cc1c(C(=O)Nc2ccc3nc(-c4cc(F)ccc4F)[nH]c3c2)[nH]c2c1C(=O)CCC2,0.02
N#C/C(=C\c1ccc(OC(=O)/C=C/c2ccco2)cc1)c1nc([O-])c2ccccc2n1,0.02
CCCNC(=O)c1ccc2c(c1)[C@H]1C=CC[C@H]1[C@@H](c1cccnc1)N2,0.02
Nc1ccc2nc(Sc3nc4ccccc4s3)sc2c1,0.02
NC(=[NH2+])c1ccc(OCc2cccc(O)c2)c(Cl)c1,0.02
O=C(NNc1cnccn1)C1CCC(F)(F)CC1,0.02
N#Cc1cccc(COc2cccc(NCc3nnc(C4CC4)o3)c2)c1,0.02
Cn1cnc(S(=O)(=O)N[C@H]2CCCOc3c2ccc2ccccc32)c1,0.02
CCc1nn(C)c(NC[C@@H]2C[C@@H]2c2ccccc2)c1[N+](=O)[O-],0.02
Cc1ccc([C@H]2Nc3ccc(S(=O)(=O)N(C)C)cc3[C@H]3C=CC[C@H]32)s1,0.02
CC(C)CN(C(=O)NC(=O)CCCC(=O)[O-])C1CCCC1,0.02
CC(=O)c1cccc(NC(=O)C(=O)N2C[C@@H](C)O[C@@H](c3ccccc3)C2)c1,0.02
C[C@@H](C(=O)OCC(=O)N1CCCCC1)N1C(=O)c2ccccc2C1=O,0.02
Cc1ccc(NC(=O)[C@H]2CC(=O)NC3=NC(SCc4cccc(Cl)c4)=NC(=O)[C@@H]32)cc1C,0.02
CC[C@@H]1CCC[NH+]([C@@H]2CCC(C)(C)[C@@H]2N)CC1,0.02
Cc1nc(-c2ccc(CNC(=O)c3ccccc3)o2)cs1,0.02
CCN(CC)S(=O)(=O)c1cc(C)c2[nH]c(=O)cc(C)c2c1,0.02
COc1ccc([C@@H]2c3c(nc(N4CCC(Cc5ccccc5)CC4)[nH]c3=O)NC(=O)[C@@H]2C#N)cc1OC,0.02
CN1CCN(C(=O)c2cc(-c3ccccc3O)n[nH]2)[C@H]2CS(=O)(=O)C[C@H]21,0.02
Cc1csc([C@@H](C#N)C(=O)c2ccc(Cl)c(S(C)(=O)=O)c2)n1,0.02
CSCCn1/c(=N/C(=O)C2=COCCO2)sc2cc(C)ccc21,0.02
Cc1oc(-c2cccc(Oc3ccccc3)c2)nc1C[NH+]1CCC(CO)CC1,0.02
CCn1c(C2CCN(C(=O)C[C@@H]3C(=O)Nc4c(C)cccc43)CC2)n[nH]c1=O,0.02
Cc1ccn2cc(CSC(=S)N3CCOCC3)nc2c1,0.02
O=S(=O)(Cc1coc(-c2cccc(Cl)c2)n1)Cc1cc2c(cc1Br)OCCO2,0.02
O=C(Nc1nc[nH]n1)C1CCN(c2nc3ccccc3s2)CC1,0.02
Cc1ccc(C(=O)Nc2cccc(S(=O)(=O)N(C)c3ccccc3)c2)c(=O)[nH]1,0.02
COc1ccc(/C=N/Nc2[nH]c(=O)nnc2C)cc1,0.02
CN(CC[NH+](C)C)C(=O)c1csc(I)c1,0.02
c1cc(C[NH2+][C@@H]2CCCC[C@@H]2OC2CCCC2)n[nH]1,0.02
COc1ccccc1N1C(=O)C2=C3CC(C)(C)OC[C@H]3SC2=NC1=S,0.02
Cc1ccc(S(=O)(=O)c2cc3c(=O)n4ccccc4nc3[n+](C)c2N)cc1,0.02
Cc1ccc(C(=O)N2CC(=O)Nc3ccc(Cl)cc3[C@@H]2c2ccccc2)cc1[N+](=O)[O-],0.02
COc1ccc([C@@H](O)CC#N)cc1Br,0.02
C[C@H](NC(=O)C(=O)Nc1ccc(-c2nccs2)cc1)c1ccc(Cl)cc1,0.02
CC[C@@H](O)CN1CCN(C(=O)[C@H]2C[C@@H]2c2cnn(C)c2)CC1,0.02
CS(=O)(=O)c1ccc(CNC(=O)NC2CC[NH+](C3CC3)CC2)cc1,0.02
Cc1cc(C(=O)NC[C@H](O)COc2cccc(C(F)(F)F)c2)c(C)s1,0.02
CC[NH2+]C/C(=C\c1ccc2ccccc2c1)C(C)C,0.02
CC[NH2+][C@]1(C(=O)OCC)CCC[C@H](Sc2ccncc2)C1,0.02
CN1CCCNC(=O)C12CC[NH+](Cc1cccc(O)c1)CC2,0.02
Cc1ccc(C)c([C@H](C)NC(=O)Cc2ccccc2)c1,0.02
COC(=O)CC1(NC(=O)C[C@H](O)c2ccc(Cl)cc2)CC[NH+](C)CC1,0.02
CC[C@](C)(NCc1nnc(Cc2ccccc2)o1)c1nc(C)cs1,0.02
C[C@@H](CC(=O)NCCc1ncnn1C)NC(=O)C1CCCCC1,0.02
C[C@H]1CCCN(S(=O)(=O)Nc2ccc3oc(=O)ccc3c2)C1,0.02
C[NH2+]Cc1cncc(Oc2ccc(Cl)c(C)c2)n1,0.02
Cc1ccc(N2C[C@@H](C(=O)NC[C@@H]3CCS(=O)(=O)C3)CC2=O)cc1C,0.02
O=C(c1ccc(F)cc1)N1CCC(C(=O)N2CCc3nc(-c4ccccc4)oc3C2)CC1,0.02
O=C(Cc1ccc[nH]1)Nc1ccccc1C(=O)NC[C@H]1CCCO1,0.02
Fc1cc(Br)ccc1CNc1ccc(-c2nnco2)cc1,0.02
CCc1cc(NCCCn2cc[nH+]c2C)n2nc(C)c(C)c2n1,0.02
Cc1nn(-c2ccccc2)c(C)c1/C=C/C(=O)Nc1ccc(F)c(S(=O)(=O)N2CCOCC2)c1,0.02
O=C(NNC(=O)c1c[nH]c2ccccc12)c1cn2cccnc2n1,0.02
C[C@@H]1[C@@H](C)CCC[C@H]1NC(=O)CN1C[C@H](C)C(=O)Nc2ccccc21,0.02
CC[C@@H](CN[C@H](C)c1cnc2cc(C)nn2c1C)[NH+]1CCc2ccccc2C1,0.02
CCc1ccc(Cl)c(CC)c1NC(=O)NCC[NH+]1CCC(OC)CC1,0.02
CCCC(=O)N1CCCC[C@H]1c1nc2c(c(=O)[nH]1)CN(C(=O)C1CCCC1)CC2,0.02
Cn1ncnc1CCNC(=O)c1csc(Br)c1,0.02
C[NH+](CCOC(F)(F)F)CC(C)(C)O,0.02
Cc1cc(C)c([C@H]2NC(=O)c3n[nH]c(C)c3N2)cc1C,0.02
O=C(NCCc1cscn1)Nc1ccccn1,0.02
COc1cc(CNC(=O)COc2ccccc2C#N)ccn1,0.02
Cc1cc(I)ccc1[C@H]([NH3+])C(=O)[O-],0.02
Fc1ccc2c(c1)[C@@H]([NH2+]CCC1=CCOCC1)CCO2,0.02
O=C([O-])CCn1cc(Cl)c([N+](=O)[O-])n1,0.02
COc1ccc(CCC(=O)Nc2cnc(-c3ccccc3)nc2)cc1OC,0.02
C[NH+](C)[C@@H]1CC[C@@H](NC(=O)C(=O)Nc2c(F)cccc2Oc2ccccc2)C1,0.02
O=C(N[C@H]1CC=CCC1)N[C@@H]1CCCc2c1cnn2Cc1ccccc1,0.02
COc1cc(OC)c(OC)cc1C[NH+]1CCC([NH+]2C[C@@H](C)O[C@@H](C)C2)CC1,0.02
Cc1ccc(Cl)cc1NC(=O)c1ncccc1C(F)(F)F,0.02
Cc1ccc(C)c(NC(=O)c2cc(=O)c3cc(Cl)ccc3o2)c1,0.02
Cc1c(Br)cccc1C[S@](=O)CC(=O)N(C)CC1CC1,0.02
CCOc1ccccc1/C=N/NC(=O)c1ccc(NC(=O)c2cccc(C)c2)cc1,0.02
Cc1cc(C)n(-c2ccc(C(=O)OCC(=O)N3CCC(c4ccccc4)=N3)cc2)n1,0.02
Cc1ccc(CN2C(=O)CC[C@@H]2C(=O)NCc2n[nH]c(=S)n2C)cc1,0.02
C#CCOc1ccc(NC(=O)N2CCC[C@@H](COCC)C2)cc1,0.02
CC[NH+](C)CC[NH2+]C[C@H]1CSc2ccccc21,0.02
CC/C(=C\c1ccc(Cl)s1)C[NH2+]C(C)C,0.02
Cc1ccc(OCCCCNC(=O)c2oc3c(c2C)C(=O)CC(C)(C)C3)cc1,0.02
CCOC(=O)c1c(NC(=O)c2ccc(SC)cc2)sc2c1CC[NH+](CC)C2,0.02
